doc_id,doc_title,cid,citation_type,full_citation,context,sql_query,title,part,section,section_main,congress,law_number,volume,page
PTIICOOR_CH78UT_ARTIIISEUS_S78-65RERE,"<div class=""chunk-title"">Sec. 78-65. - Reporting requirements.</div>",bafkreidtj2owacc5to3ew3oaafdm3vaxctgvainpgebj5kp4fcc6iauxyy,CFR,40 C.F.R. 136,"lass=""incr0"">
               10.
               
            </p>
            		
            <p class=""content1"">
               <span class=""ital"">Analytical requirements.</span> All pollutant analyses, including sampling techniques, to be submitted as part of
               a wastewater discharge permit application or report shall be performed by a laboratory
               certified by the state to perform the wastewater analyses in accordance with the techniques
               prescribed in 40 CFR Part 136, unless otherwise specified in an applicable categorical
               pretreatment standard, or unless otherwise performed in accordance with procedures
               approved by EPA or WSACC. If 40 CFR Part 136 does not contain sampling or analytical
               techniques for the pollutant in question, sampling and analyses must be performed
               in accordance with procedures approved by EPA and WSACC. Analyses must be performed
               by a state-certified lab for each",SELECT * FROM cfr WHERE title = '40' AND part = '136',40,136,136,,,,,
PTIICOOR_CH78UT_ARTIIISEUS_S78-75NECO,"<div class=""chunk-title"">Sec. 78-75. - New construction.</div>",bafkreid3us6iycga7t2lisit4yrox6ahqrlf7ymhlh5be2gto6cvue5xrq,CFR,40 C.F.R. 35.927,"<div class=""chunk-content"">
            <p class=""p0"">
               New sewers and new connections shall be properly designated and constructed in accordance
               with such guidelines as published by the Environmental Protection Agency, reference
               40 CFR section 35.927-4. All new connections shall conform with the North Carolina
               plumbing codes.
               
            </p>
            <p class=""historynote0"">
               (Ord. No. 2013-19, Â§ 15, 8-19-13)
               
            </p></div>",SELECT * FROM cfr WHERE title = '40' AND part = '35',40,35,35.927,,,,,
COOR_CH30PU_S30-11UNGUPRCOUSFEFU,"<div class=""chunk-title"">Sec. 30-11. - Uniform guidance procurement for contracts using federal funds.</div>",bafkreif5qonjuwiibzaey2ksvkwb7z4cusasnsononggnsdaxem6jten6m,CFR,2 C.F.R. 200,"     </p>
               <p class=""b2"">
                  <span class=""ital"">Micro-purchase</span>. A purchase of supplies or services, the aggregate amount of which does not exceed
                  the micro-purchase threshold.
                  </p>
               <p class=""b2"">
                  <span class=""ital"">Mirco-purchase threshold</span>. The dollar amount at or below which a non-federal entity may purchase property or
                  services using micro-purchase procedures under 2 C.F.R. 200-320.
                  </p>
               <p class=""b2"">
                  <span class=""ital"">No evasion.</span> No contract may be divided to bring the cost under bid thresholds or to evade any
                  requirements of this chapter or state and federal law.
                  </p>
               <p class=""b2"">
                  <span class=""ital"">Pass-through entity.</span> A non-federal entity that provides a subaward to carry out part of a federal program.
                  </p>
   ",SELECT * FROM cfr WHERE title = '2' AND part = '200',2,200,200,,,,,
COOR_CH32SOWAMA_S32-6STACDIGASOWA,"<div class=""chunk-title"">Sec. 32-6. - Storage, accumulation and disposal of garbage and solid waste.</div>",bafkreib7deyumiqtz6rcgypnforihqyzxt2swg3be43c6lvxnryezbez5y,CFR,40 C.F.R. 264.314,"ncr1"">
               (3)
               </p>
            		
            <p class=""content2"">
               Infectious wastes.
               </p>
            		
            <p class=""incr1"">
               (4)
               </p>
            		
            <p class=""content2"">
               Wet sludge which has no presence of any free liquids in a representative sample of
               waste as determined by USEPA Method 9095B, paint filter liquids test and in compliance
               with 40 CFR 264.314 and 265.314.
               </p>
            		
            <p class=""incr1"">
               (5)
               </p>
            		
            <p class=""content2"">
               Any solid waste that creates a difficult operational problem at the landfill.
               </p>
            		
            <p class=""incr1"">
               (6)
               </p>
            		
            <p class=""content2"">
               Burning material.
               </p>
            		
            <p class=",SELECT * FROM cfr WHERE title = '40' AND part = '264',40,264,264.314,,,,,
COOR_CH32SOWAMA_S32-6STACDIGASOWA,"<div class=""chunk-title"">Sec. 32-6. - Storage, accumulation and disposal of garbage and solid waste.</div>",bafkreib7deyumiqtz6rcgypnforihqyzxt2swg3be43c6lvxnryezbez5y,CFR,40 C.F.R. 264.314,"ncr1"">
               (3)
               </p>
            		
            <p class=""content2"">
               Infectious wastes.
               </p>
            		
            <p class=""incr1"">
               (4)
               </p>
            		
            <p class=""content2"">
               Wet sludge which has no presence of any free liquids in a representative sample of
               waste as determined by USEPA Method 9095B, paint filter liquids test and in compliance
               with 40 CFR 264.314 and 265.314.
               </p>
            		
            <p class=""incr1"">
               (5)
               </p>
            		
            <p class=""content2"">
               Any solid waste that creates a difficult operational problem at the landfill.
               </p>
            		
            <p class=""incr1"">
               (6)
               </p>
            		
            <p class=""content2"">
               Burning material.
               </p>
            		
            <p class=",SELECT * FROM cfr WHERE title = '40' AND part = '264',40,264,264.314,,,,,
COOR_CH11WAMA_ARTIISOWA_DIV1GE_S11-28DE,"<div class=""chunk-title"">Sec. 11-28. - Definitions.</div>",bafkreihdrhdcdwqilnmdyt5nvmycejf2zo6xtrxmpwwghjv3hq7sdpgw24,Public Law,Public Law 92-500,"class=""content3"">
                  Irrigation return flows; and
                  </p>
               		
               <p class=""incr2"">
                  c.
                  </p>
               		
               <p class=""content3"">
                  Wastewater discharges and the sludges incidental thereto and generated by the treatment
                  thereof which are point sources subject to permits granted under section 402 of the
                  federal Water Pollution Control Act (Public Law 92-500), as amended, and permits granted
                  under G.S. Â§ 143-215.1 by the environmental management commission; except that any
                  sludges that meet the criteria for hazardous waste under the Federal Resource Conservation
                  and Recovery Act (Public Law 94-580), as amended, shall also be a solid waste for
                  the purposes of this article;
                  </p>
               		
               
               <p class=""incr1"">
                ",SELECT * FROM public_laws WHERE congress = '92' AND law_number = '500',,,,,92,500,,
COOR_CH11WAMA_ARTIISOWA_DIV1GE_S11-28DE,"<div class=""chunk-title"">Sec. 11-28. - Definitions.</div>",bafkreihdrhdcdwqilnmdyt5nvmycejf2zo6xtrxmpwwghjv3hq7sdpgw24,Public Law,Public Law 94-580,"ntal thereto and generated by the treatment
                  thereof which are point sources subject to permits granted under section 402 of the
                  federal Water Pollution Control Act (Public Law 92-500), as amended, and permits granted
                  under G.S. Â§ 143-215.1 by the environmental management commission; except that any
                  sludges that meet the criteria for hazardous waste under the Federal Resource Conservation
                  and Recovery Act (Public Law 94-580), as amended, shall also be a solid waste for
                  the purposes of this article;
                  </p>
               		
               
               <p class=""incr1"">
                  (3)
                  </p>
               		
               <p class=""content2"">
                  Oils and other liquid hydrocarbons controlled under G.S. Ch. 143, Art. 21A; except
                  that any such oils or other liquid hydrocarbons that meet the criteria for hazardous
            ",SELECT * FROM public_laws WHERE congress = '94' AND law_number = '580',,,,,94,580,,
COOR_CH11WAMA_ARTIISOWA_DIV1GE_S11-28DE,"<div class=""chunk-title"">Sec. 11-28. - Definitions.</div>",bafkreihdrhdcdwqilnmdyt5nvmycejf2zo6xtrxmpwwghjv3hq7sdpgw24,Public Law,Public Law 94-580,"ntal thereto and generated by the treatment
                  thereof which are point sources subject to permits granted under section 402 of the
                  federal Water Pollution Control Act (Public Law 92-500), as amended, and permits granted
                  under G.S. Â§ 143-215.1 by the environmental management commission; except that any
                  sludges that meet the criteria for hazardous waste under the Federal Resource Conservation
                  and Recovery Act (Public Law 94-580), as amended, shall also be a solid waste for
                  the purposes of this article;
                  </p>
               		
               
               <p class=""incr1"">
                  (3)
                  </p>
               		
               <p class=""content2"">
                  Oils and other liquid hydrocarbons controlled under G.S. Ch. 143, Art. 21A; except
                  that any such oils or other liquid hydrocarbons that meet the criteria for hazardous
            ",SELECT * FROM public_laws WHERE congress = '94' AND law_number = '580',,,,,94,580,,
COOR_CH11WAMA_ARTIISOWA_DIV1GE_S11-28DE,"<div class=""chunk-title"">Sec. 11-28. - Definitions.</div>",bafkreihdrhdcdwqilnmdyt5nvmycejf2zo6xtrxmpwwghjv3hq7sdpgw24,Public Law,Public Law 94-580,"ntal thereto and generated by the treatment
                  thereof which are point sources subject to permits granted under section 402 of the
                  federal Water Pollution Control Act (Public Law 92-500), as amended, and permits granted
                  under G.S. Â§ 143-215.1 by the environmental management commission; except that any
                  sludges that meet the criteria for hazardous waste under the Federal Resource Conservation
                  and Recovery Act (Public Law 94-580), as amended, shall also be a solid waste for
                  the purposes of this article;
                  </p>
               		
               
               <p class=""incr1"">
                  (3)
                  </p>
               		
               <p class=""content2"">
                  Oils and other liquid hydrocarbons controlled under G.S. Ch. 143, Art. 21A; except
                  that any such oils or other liquid hydrocarbons that meet the criteria for hazardous
            ",SELECT * FROM public_laws WHERE congress = '94' AND law_number = '580',,,,,94,580,,
COOR_CH20SOWA_S20-3DE,"<div class=""chunk-title"">Sec. 20-3. - Definitions.</div>",bafkreih4c2b2nrulw3giygsfzhvja3gzpmu2elrp2tspstry5zqbcnxiei,USC,42 U.S.C. 2011,"However,
                  any oils or other liquid hydrocarbons that meet the criteria for hazardous waste under
                  RCRA shall also be a solid waste for the purpose of this definition;
                  </p>
               		
               
               <p class=""incr1"">
                  (4)
                  </p>
               		
               <p class=""content2"">
                  Any source, special nuclear or byproduct material as defined by the Atomic Energy
                  Act of 1954, as amended (42 U.S.C. 2011);
                  </p>
               		
               
               <p class=""incr1"">
                  (5)
                  </p>
               		
               <p class=""content2"">
                  Mining refuse covered by the North Carolina Mining Commission (as defined under G.S.
                  143B-290). However, any specific mining waste that meets the criteria for hazardous
                  waste under RCRA shall also be a solid waste for the purpose of this definition.
    ",SELECT * FROM usc WHERE title = '42' AND section = '2011',42,,2011,2011,,,,
COOR_CH20SOWA_S20-3DE,"<div class=""chunk-title"">Sec. 20-3. - Definitions.</div>",bafkreih4c2b2nrulw3giygsfzhvja3gzpmu2elrp2tspstry5zqbcnxiei,Public Law,Public Law 92-500,Public Law 92-500 [Context not found],SELECT * FROM public_laws WHERE congress = '92' AND law_number = '500',,,,,92,500,,
COOR_CH23TE_ARTIICACO_DIV7BORERE_S23-151BOREAVGR,"<div class=""chunk-title"">Sec. 23-151. - Books and records available to the grantor.</div>",bafkreih66b4xum4uukk6t6jqlweie2epbragrrwte4u7u2gp3uomwso62i,CFR,47 C.F.R. 0.459,"If any of such records are not kept in the county, then upon reasonable
               request, grantee shall make them available in the county. Access to the aforementioned
               records shall not be denied by the grantee on the basis that said records contain
               ""proprietary"" information with the following exception. Requests by the county for
               access to records for rate regulation purposes considered by grantee to be confidential
               shall be handled in accordance with 47 CFR 0.459 and other applicable FCC and other
               relevant regulations.
               </p>
            <p class=""historynote0"">
               (Ord. of 10-10-05, Â§ 25-161)
               </p></div>",SELECT * FROM cfr WHERE title = '47' AND part = '0',47,0,0.459,,,,,
COOR_CH26UT_ARTIVSEUS_DIV1GE_S26-82DEAB,"<div class=""chunk-title"">Sec. 26-82. - Definitions and abbreviations.</div>",bafkreiekm43rrp7inna7idhcz2p5wcsmwwoao5riyyig557hr63xas34r4,USC,33 U.S.C. 1317,"aste.</span> Any waste from holding tanks, including, but not limited to, such holding tanks as
               vessels, chemical toilets, campers, trailers, septic tanks and vacuum-pump tank trucks.
               </p>
            <p class=""b1"">
               <span class=""ital"">Indirect discharge</span> or <span class=""ital"">discharge.</span> The discharge or the introduction of any substance(s) from any nondomestic source
               regulated under Sections 307(b), (c) or (d) of the Act, (33 U.S.C. 1317), into the
               POTW (including holding tank waste discharged into the system).
               </p>
            <p class=""b1"">
               <span class=""ital"">Interference.</span> The inhibition, or disruption of the POTW collection system, treatment processes,
               operations, or its sludge process, use or disposal which causes or contributes to
               a violation of any requirement of the control authority's (and/or POTW's, if different
               from the co",SELECT * FROM usc WHERE title = '33' AND section = '1317',33,,1317,1317,,,,
COOR_CH26UT_ARTIVSEUS_DIV1GE_S26-82DEAB,"<div class=""chunk-title"">Sec. 26-82. - Definitions and abbreviations.</div>",bafkreiekm43rrp7inna7idhcz2p5wcsmwwoao5riyyig557hr63xas34r4,USC,33 U.S.C. 1345,"butes to
               a violation of any requirement of the control authority's (and/or POTW's, if different
               from the control authority) NPDES, collection system, or nondischarge permit or prevents
               sewage sludge use or disposal in compliance with specified applicable state and federal
               statutes, regulations or permits. The term includes prevention of sewage sludge use
               or disposal by the POTW in accordance with Section 405 of the Act, (33 U.S.C. 1345)
               or any criteria, guidelines or regulations developed pursuant to the Solid Waste Disposal
               Act (SWDA) (42 U.S.C. Â§ 6901 et seq.), the Clean Air Act, the Toxic Substances Control
               Act, the Marine Protection Research and Sanctuary Act (MPRSA), or more stringent state
               criteria (including those contained in any state sludge management plan prepared pursuant
               to Title IV of SWDA) applicable to the method of disposal or use emp",SELECT * FROM usc WHERE title = '33' AND section = '1345',33,,1345,1345,,,,
COOR_CH26UT_ARTIVSEUS_DIV1GE_S26-82DEAB,"<div class=""chunk-title"">Sec. 26-82. - Definitions and abbreviations.</div>",bafkreiekm43rrp7inna7idhcz2p5wcsmwwoao5riyyig557hr63xas34r4,CFR,40 C.F.R. 403.8,"d/or POTW treatment plant. The reduction or alteration can be obtained by physical,
               chemical, or biological processes, or process changes or other means, except as prohibited
               by 40 CFR Part 403.6(d).
               </p>
            <p class=""b1"">
               <span class=""ital"">Pretreatment program.</span> The program for the control of pollutants introduced into the POTW from nondomestic
               sources which was developed by the county in compliance with 40 CFR 403.8 and approved
               by the approval authority as authorized by G.S. 143-215.3(a)(14) in accordance with
               40 CFR 403.11.
               </p>
            <p class=""b1"">
               <span class=""ital"">Pretreatment requirements.</span> Any substantive or procedural requirement related to pretreatment, other than a pretreatment
               standard.
               </p>
            <p class=""b1"">
               <span class=""ital"">Pretreatment standards.</span> Any prohibit",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.8,,,,,
COOR_CH26UT_ARTIVSEUS_DIV1GE_S26-82DEAB,"<div class=""chunk-title"">Sec. 26-82. - Definitions and abbreviations.</div>",bafkreiekm43rrp7inna7idhcz2p5wcsmwwoao5riyyig557hr63xas34r4,CFR,40 C.F.R. 403.11,"The reduction or alteration can be obtained by physical,
               chemical, or biological processes, or process changes or other means, except as prohibited
               by 40 CFR Part 403.6(d).
               </p>
            <p class=""b1"">
               <span class=""ital"">Pretreatment program.</span> The program for the control of pollutants introduced into the POTW from nondomestic
               sources which was developed by the county in compliance with 40 CFR 403.8 and approved
               by the approval authority as authorized by G.S. 143-215.3(a)(14) in accordance with
               40 CFR 403.11.
               </p>
            <p class=""b1"">
               <span class=""ital"">Pretreatment requirements.</span> Any substantive or procedural requirement related to pretreatment, other than a pretreatment
               standard.
               </p>
            <p class=""b1"">
               <span class=""ital"">Pretreatment standards.</span> Any prohibited discharge standards, categorical standards, or local limits which
               apply to a user.
               </p>
            <p class",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.11,,,,,
COOR_CH26UT_ARTIVSEUS_DIV2SEUSRE_S26-100RIRE,"<div class=""chunk-title"">Sec. 26-100. - Right of revision.</div>",bafkreidgqdio4jlj2ub2abi6sxsuibpcd7kmwf2ytdpkedlkbog6c3bld4,CFR,40 C.F.R. 403.4,"e county reserves the right to establish limitations and requirements which are
               more stringent than those required by either state or federal regulation if deemed
               necessary to comply with the objectives presented in <a href="""" data-chunk-id=""COOR_CH26UT_ARTIVSEUS_DIV1GE_S26-81PUPO"" class=""section-link"" data-product-id=""12650"">section 26-81</a> of this article, or the general and specific prohibitions in section 26-96 of this
               article, as is allowed by 40 CFR 403.4.
               </p>
            <p class=""historynote0"">
               (Ord. of 9-26-94, Â§ 2.5)
               </p></div>",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.4,,,,,
COOR_CH26UT_ARTIVSEUS_DIV2SEUSRE_S26-96PRDIST,"<div class=""chunk-title"">Sec. 26-96. - Prohibited discharge standards.</div>",bafkreiehh3a6xp7hz6ikccowkvtkk3i2houl5gu75dn2dfcadf2hob6ksy,CFR,40 C.F.R. 261.21," POTW the following pollutants,
               substances or wastewater:
               </p>
            		
            <p class=""incr1"">
               (1)
               </p>
            		
            <p class=""content2"">
               Pollutants which create a fire or explosive hazard in the POTW, including, but not
               limited to, wastestreams with a closed cup flashpoint of less than 140 degrees Fahrenheit
               (60 degrees Celsius) using the test methods specified in 40 CFR 261.21.
               </p>
            		
            <p class=""incr1"">
               (2)
               </p>
            		
            <p class=""content2"">
               Solid or viscous substances in amounts which will cause obstruction of the flow in
               the POTW resulting in interference, but in no case solid substances greater than one-half
               inch in any dimension.
               </p>
            		
            <p class=""incr1"">
               (3)
               </p>
 ",SELECT * FROM cfr WHERE title = '40' AND part = '261',40,261,261.21,,,,,
COOR_CH26UT_ARTIVSEUS_DIV2SEUSRE_S26-97NACAPRST,"<div class=""chunk-title"">Sec. 26-97. - National Categorical Pretreatment Standards.</div>",bafkreibjtcjqcdfnrgqdmelqbkzmvnmfldb57emsaxierncy5zxg4g5vri,CFR,40 C.F.R. 403.6," Subchapter N, Parts 405â€”471 and incorporated
               herein.
               
               <p class=""incr1"">
                  (1)
                  </p>
               		
               <p class=""content2"">
                  Where a categorical pretreatment standard is expressed only in terms of either the
                  mass or the concentration of a pollutant in wastewater, the POTW director may impose
                  equivalent concentration or mass limits in accordance with 40 CFR 403.6(c).
                  </p>
               		
               
               <p class=""incr1"">
                  (2)
                  </p>
               		
               <p class=""content2"">
                  When wastewater subject to a categorical pretreatment standard is mixed with wastewater
                  not regulated by the same standard, the POTW director shall impose an alternate limit
                  using the combined wastestream formula in 40 CFR 403.5(e).
                  <",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
COOR_CH26UT_ARTIVSEUS_DIV2SEUSRE_S26-97NACAPRST,"<div class=""chunk-title"">Sec. 26-97. - National Categorical Pretreatment Standards.</div>",bafkreibjtcjqcdfnrgqdmelqbkzmvnmfldb57emsaxierncy5zxg4g5vri,CFR,40 C.F.R. 403.5,"mits in accordance with 40 CFR 403.6(c).
                  </p>
               		
               
               <p class=""incr1"">
                  (2)
                  </p>
               		
               <p class=""content2"">
                  When wastewater subject to a categorical pretreatment standard is mixed with wastewater
                  not regulated by the same standard, the POTW director shall impose an alternate limit
                  using the combined wastestream formula in 40 CFR 403.5(e).
                  </p>
               		
               
               <p class=""incr1"">
                  (3)
                  </p>
               		
               <p class=""content2"">
                  A user may obtain a variance from a categorical pretreatment standard if the user
                  can prove, pursuant to the procedural and substantive provisions in 40 CFR 403.13,
                  that factors relating to its discharge are fundamentally different from the factors
   ",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.5,,,,,
COOR_CH26UT_ARTIVSEUS_DIV2SEUSRE_S26-97NACAPRST,"<div class=""chunk-title"">Sec. 26-97. - National Categorical Pretreatment Standards.</div>",bafkreibjtcjqcdfnrgqdmelqbkzmvnmfldb57emsaxierncy5zxg4g5vri,CFR,40 C.F.R. 403.13,"e POTW director shall impose an alternate limit
                  using the combined wastestream formula in 40 CFR 403.5(e).
                  </p>
               		
               
               <p class=""incr1"">
                  (3)
                  </p>
               		
               <p class=""content2"">
                  A user may obtain a variance from a categorical pretreatment standard if the user
                  can prove, pursuant to the procedural and substantive provisions in 40 CFR 403.13,
                  that factors relating to its discharge are fundamentally different from the factors
                  considered by EPA when developing the categorical pretreatment standard.
                  </p>
               		
               
               <p class=""incr1"">
                  (4)
                  </p>
               		
               <p class=""content2"">
                  A user may obtain a net gross adjustment to a categorical standard in accordance with
            ",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.13,,,,,
COOR_CH26UT_ARTIVSEUS_DIV2SEUSRE_S26-97NACAPRST,"<div class=""chunk-title"">Sec. 26-97. - National Categorical Pretreatment Standards.</div>",bafkreibjtcjqcdfnrgqdmelqbkzmvnmfldb57emsaxierncy5zxg4g5vri,CFR,40 C.F.R. 403.15,"              that factors relating to its discharge are fundamentally different from the factors
                  considered by EPA when developing the categorical pretreatment standard.
                  </p>
               		
               
               <p class=""incr1"">
                  (4)
                  </p>
               		
               <p class=""content2"">
                  A user may obtain a net gross adjustment to a categorical standard in accordance with
                  40 CFR 403.15.
                  </p>
               		
               
               <p class=""incr1"">
                  (5)
                  </p>
               		
               <p class=""content2"">
                  A user may request a removal credit adjustment to a categorical standard in accordance
                  with 40 CFR 403.7.
                  </p>
               		
               
            <p class=""historynote0"">
               (Ord. of 9-26-94, Â§ 2.2; Ord. of 11-26-12, Â§ 8)
        ",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.15,,,,,
COOR_CH26UT_ARTIVSEUS_DIV2SEUSRE_S26-97NACAPRST,"<div class=""chunk-title"">Sec. 26-97. - National Categorical Pretreatment Standards.</div>",bafkreibjtcjqcdfnrgqdmelqbkzmvnmfldb57emsaxierncy5zxg4g5vri,CFR,40 C.F.R. 403.7,"       		
               <p class=""content2"">
                  A user may obtain a net gross adjustment to a categorical standard in accordance with
                  40 CFR 403.15.
                  </p>
               		
               
               <p class=""incr1"">
                  (5)
                  </p>
               		
               <p class=""content2"">
                  A user may request a removal credit adjustment to a categorical standard in accordance
                  with 40 CFR 403.7.
                  </p>
               		
               
            <p class=""historynote0"">
               (Ord. of 9-26-94, Â§ 2.2; Ord. of 11-26-12, Â§ 8)
               </p></div>",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.7,,,,,
COOR_CH26UT_ARTIVSEUS_DIV4WADIPEAPIS_S26-132WAPE,"<div class=""chunk-title"">Sec. 26-132. - Wastewater permits.</div>",bafkreibh7gtbop43cuhhedzdp2efxomkw5r2u3w5ghuzo5xcwr3aprp2dq,CFR,40 C.F.R. 403.12,"    		
               <p class=""content3"">
                  Number and type of employees and hours of operation of plant and proposed or actual
                  hours of operation of pretreatment system.
                  </p>
               		
               <p class=""incr2"">
                  m.
                  </p>
               		
               <p class=""content3"">
                  If subject to a categorical standard, a baseline monitoring report in accordance with
                  40 CFR 403.12(b) and 15A NCAC 2H.0908(a), as outlined in section 26-146 of this article.
                  </p>
               		
               <p class=""incr2"">
                  n.
                  </p>
               		
               <p class=""content3"">
                  Description of current and projected waste reduction activities in accordance with
                  G.S. 143-215.1(g).
                  </p>
               		
               <p class=""incr2"">
                  o.
                  <",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.12,,,,,
COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-146BAMORE,"<div class=""chunk-title"">Sec. 26-146. - Baseline monitoring reports.</div>",bafkreigvkifkvzg2ejkevl4x6d6eapa3qcjex6474lrdjkyzatpw2stgti,CFR,40 C.F.R. 403.6,"<div class=""chunk-content"">
            <p class=""incr0"">
               (a)
               </p>
            		
            <p class=""content1"">
               Within either 180 days after the effective date of a categorical pretreatment standard,
               or the final administrative decision on a category determination under 40 CFR 403.6(a)(4),
               whichever is later, existing categorical users currently discharging to or scheduled
               to discharge to the POTW shall submit to the POTW director a report which contains
               the information listed in subsection (b), below. At least 90 days prior to commencement
               of their discharge, new sources and sources that become categorical users subsequent
               to the promulgation of an applicable categorical standard, shall submit to t",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-146BAMORE,"<div class=""chunk-title"">Sec. 26-146. - Baseline monitoring reports.</div>",bafkreigvkifkvzg2ejkevl4x6d6eapa3qcjex6474lrdjkyzatpw2stgti,CFR,40 C.F.R. 403.6,"<div class=""chunk-content"">
            <p class=""incr0"">
               (a)
               </p>
            		
            <p class=""content1"">
               Within either 180 days after the effective date of a categorical pretreatment standard,
               or the final administrative decision on a category determination under 40 CFR 403.6(a)(4),
               whichever is later, existing categorical users currently discharging to or scheduled
               to discharge to the POTW shall submit to the POTW director a report which contains
               the information listed in subsection (b), below. At least 90 days prior to commencement
               of their discharge, new sources and sources that become categorical users subsequent
               to the promulgation of an applicable categorical standard, shall submit to t",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-146BAMORE,"<div class=""chunk-title"">Sec. 26-146. - Baseline monitoring reports.</div>",bafkreigvkifkvzg2ejkevl4x6d6eapa3qcjex6474lrdjkyzatpw2stgti,CFR,40 C.F.R. 403.12,"The sample shall
               be representative of daily operations and shall be analyzed in accordance with procedures
               set out in <a href="""" data-chunk-id=""COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-155ANRE"" class=""section-link"" data-product-id=""12650"">section 26-155</a> of this article.
               </p>
            		
            <p class=""incr2"">
               c.
               </p>
            		
            <p class=""content3"">
               Sampling must be performed in accordance with procedures set out in section 26-156
               of this article and 40 CFR 403.12(b) and (g).
               </p>
            		
            <p class=""incr1"">
               (6)
               </p>
            		
            <p class=""content2"">
               <span class=""ital"">Certification.</span> A statement, reviewed by the current authorized representative of the user and certified
               by a qualified professional (i.e. professional engineer or state-certified wastewater
               treatment plant operator of appropriate class), indicating whether pretrea",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.12,,,,,
COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-148RECOCAPRSTDE,"<div class=""chunk-title"">Sec. 26-148. - Reports on compliance with categorical pretreatment standard deadline.</div>",bafkreiglxh3ytb66yw2qwydjkanddw3jl2vzw3atkpvnh2k5n765ywjs2e,CFR,40 C.F.R. 403.6,"f wastewater into the POTW, any user subject to such pretreatment standards
               and requirements shall submit to the POTW director a report containing the information
               described in subsections <a href="""" data-chunk-id=""COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-146BAMORE"" class=""section-link"" data-product-id=""12650"">26-146</a>(b)(4)â€”(6) of this article. For users subject to equivalent mass or concentration
               limits established in accordance with the procedures in 40 CFR 403.6(c), this report
               shall contain a reasonable measure of the user's long-term production rate. For all
               other users subject to categorical pretreatment standards expressed in terms of allowable
               pollutant discharge per unit of production (or other measure of operation), this report
               shall include the user's actual production during the appropriate sampling period.
               All compliance reports must be signed and certified in accordan",SELECT * FROM cfr WHERE title = '40' AND part = '403',40,403,403.6,,,,,
COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-154NODIHAWA,"<div class=""chunk-title"">Sec. 26-154. - Notification of the discharge of hazardous waste.</div>",bafkreidtxeld3ufd5l5lb5uf23e6urddoq7yynsuzve7ijruznpw7hpxky,CFR,40 C.F.R. 261.30,"5RERE_S26-149PECORE"" class=""section-link"" data-product-id=""12650"">26-149</a> of this article.
               </p>
            <p class=""incr0"">
               (b)
               </p>
            		
            <p class=""content1"">
               Discharges are exempt from the requirements of subsection (a) above, during a calendar
               month in which they discharge no more than 15 kilograms of hazardous wastes, unless
               the wastes are acute hazardous wastes as specific in 40 CFR 261.30(d) and 261.33(e).
               Discharge of more than 15 kilograms of nonacute hazardous wastes in a calendar month,
               or of any quantity of acute hazardous wastes as specified in 40 CFR 261.30(d) and
               261.33(e), requires a one-time notification. Subsequent months during which the user
               discharges more than such quantities of any hazardous waste do not require additional
               notification.
               </p>
            		
            <p cla",SELECT * FROM cfr WHERE title = '40' AND part = '261',40,261,261.30,,,,,
COOR_CH26UT_ARTIVSEUS_DIV5RERE_S26-154NODIHAWA,"<div class=""chunk-title"">Sec. 26-154. - Notification of the discharge of hazardous waste.</div>",bafkreidtxeld3ufd5l5lb5uf23e6urddoq7yynsuzve7ijruznpw7hpxky,CFR,40 C.F.R. 261.30,"5RERE_S26-149PECORE"" class=""section-link"" data-product-id=""12650"">26-149</a> of this article.
               </p>
            <p class=""incr0"">
               (b)
               </p>
            		
            <p class=""content1"">
               Discharges are exempt from the requirements of subsection (a) above, during a calendar
               month in which they discharge no more than 15 kilograms of hazardous wastes, unless
               the wastes are acute hazardous wastes as specific in 40 CFR 261.30(d) and 261.33(e).
               Discharge of more than 15 kilograms of nonacute hazardous wastes in a calendar month,
               or of any quantity of acute hazardous wastes as specified in 40 CFR 261.30(d) and
               261.33(e), requires a one-time notification. Subsequent months during which the user
               discharges more than such quantities of any hazardous waste do not require additional
               notification.
               </p>
            		
            <p cla",SELECT * FROM cfr WHERE title = '40' AND part = '261',40,261,261.30,,,,,
